seq_rep	seq_member	antigen_member	pdb_member
seq_929	seq_658	spike_protein_s1	7cho
seq_929	seq_759	spike_protein_s1	7e86
seq_929	seq_910	spike_glycoprotein	7cjf
seq_929	seq_928	surface_glycoprotein	7k8m
seq_929	seq_929	spike_protein_s1	7bz5
seq_934	seq_934	receptor_binding_protein	6vy4
seq_938	seq_938	lysozyme	1bvk
seq_941	seq_941	spike_glycoprotein	7ezv
seq_948	seq_948	1fd6_16055_v1v2_scaffold	6was
seq_949	seq_949	proprotein_convertase_subtilisin/kexin_type_9	2xtj
seq_950	seq_2	hemagglutinin	8ved
seq_950	seq_950	hemagglutinin	6pdx
seq_951	seq_951	fusion_glycoprotein_f0	7ur4
seq_953	seq_953	envelope_glycoprotein_b	7kdd
seq_953	seq_1037	envelope_glycoprotein_b	4ot1
seq_954	seq_954	neuropilin-2	2qqk
seq_957	seq_957	transmembrane_protein_gp41	2xra
seq_960	seq_937	capsid_protein_vp1	5kw9
seq_960	seq_960	iron-regulated_surface_determinant_protein_b	5d1x
seq_961	seq_11	hemagglutinin_ha1_chain	9azr
seq_961	seq_31	hiv-1_bg505_ds-sosip_glycoprotein_gp120	9aug
seq_961	seq_32	hiv-1_bg505_ds-sosip_glycoprotein_gp120	9auh
seq_961	seq_58	disintegrin_and_metalloproteinase_domain-containing_protein17_	9e6k
seq_961	seq_79	zinc_metalloproteinase-disintegrin-like_ecarin	9clp
seq_961	seq_158	tumor_necrosis_factor_receptor_superfamily_member_5	8yx9
seq_961	seq_160	envelope_glycoprotein_gp350	8sm1
seq_961	seq_200	spike_glycoprotein,fibritin	8qpr
seq_961	seq_239	t-cell_immunoreceptor_with_ig_and_itim_domains	8szy
seq_961	seq_271	spike_protein_s1	8el2
seq_961	seq_285	bg505-sosip.v4.1-gt1.2gp120	8e1p
seq_961	seq_453	spike_glycoprotein	8dlw
seq_961	seq_490	spike_glycoprotein	7mw6
seq_961	seq_492	426c_ds-sosip_d3	6myy
seq_961	seq_559	spike_glycoprotein	7nd7
seq_961	seq_597	butyrophilin_subfamily_3_member_a1	6xlq
seq_961	seq_617	human_a6_t-cell_receptor_beta_chain_trbc1	7amq
seq_961	seq_636	spike_glycoprotein	7l56
seq_961	seq_677	protein_l	1hez
seq_961	seq_725	spike_protein_s1	7mzh
seq_961	seq_756	immunoglobulin_g_binding_protein_a	1dee
seq_961	seq_812	spike_protein_s1	7l5b
seq_961	seq_829	426c.tm4deltav1-3_gp120	5fec
seq_961	seq_866	glycoprotein_120	7rdw
seq_961	seq_901	sars-cov-2_spike_glycoprotein	6xey
seq_961	seq_909	leukocyte_surface_antigen_cd47	5tzu
seq_961	seq_943	spike_protein_s1	7lop
seq_961	seq_945	coagulation_factor_xi	6aod
seq_961	seq_961	germline-targeting_hiv-1_gp120_engineered_outer_domain_eod-gt8_	5if0
seq_961	seq_1069	spike_glycoprotein	7k8x
seq_961	seq_1119	receptor_tyrosine-protein_kinase_erbb-3	5o4o
seq_963	seq_302	e2_glycoprotein	8dwy
seq_963	seq_374	gametocyte_surface_protein_p230	7ua8
seq_963	seq_520	spike_glycoprotein	7eh5
seq_963	seq_575	interferon_alpha-2	4z5r
seq_963	seq_604	phosphate-binding_protein_psts_1	7dm1
seq_963	seq_963	tumor_necrosis_factor_receptor_superfamily_member_5	6fax
seq_963	seq_1000	spike_protein_s1	7f15
seq_966	seq_966	coagulation_factor_xi	6hhc
seq_968	seq_175	envelope_glycoprotein_e2	8w0w
seq_968	seq_878	surface_glycoprotein	7ps5
seq_968	seq_968	93th057_hiv-1_gp120_core	5cd5
seq_972	seq_972	vitamin_k-dependent_protein_c_heavy_chain	6m3c
seq_974	seq_974	5'-nucleotidase,_ecto_(cd73),_isoform_cra_a	6vc9
seq_976	seq_976	25_kda_ookinete_surface_antigen	6phc
seq_980	seq_980	hemagglutinin	6xpx
seq_985	seq_985	surface_glycoprotein	7ps1
seq_986	seq_986	lipoprotein_gna1870	6h2y
seq_988	seq_988	vp1	7jie
seq_990	seq_990	25_kda_ookinete_surface_antigen	6phb
seq_991	seq_574	spike_glycoprotein	7akd
seq_991	seq_991	glycoprotein_120	3hi1
seq_992	seq_992	spike_protein_s1	7e5y
seq_994	seq_994	carbonic_anhydrase_12	6rps
seq_1001	seq_1001	angiopoietin-1_receptor	7e72
seq_1003	seq_1003	spike_glycoprotein	7eya
seq_1007	seq_1007	chitinase_3-like_1_(cartilage_glycoprotein-39),_isoformcra_a_	7cj2
seq_1009	seq_1009	atp-binding_cassette_sub-family_g_member_8	7jr7
seq_1013	seq_1013	interleukin-13_receptor_subunit_alpha-1	4hwb
seq_1016	seq_1016	spike_glycoprotein	7r8n
seq_1017	seq_1017	gastric_inhibitory_polypeptide_receptor	6dkj
seq_1018	seq_1018	envelope_glycoprotein_d	3w9e
seq_1022	seq_1022	scaffold_hiv-1_gp120_v1v2_region_derived_from_strain_zm109	4ywg
seq_1023	seq_1023	integrase	5eu7
seq_1025	seq_1025	beta-secretase_1	3r1g
seq_1027	seq_149	spike_glycoprotein	8swh
seq_1027	seq_397	spike_glycoprotein	8dm3
seq_1027	seq_425	spike_glycoprotein	7sj0
seq_1027	seq_528	duffy_binding_surface_protein_region_ii	6oao
seq_1027	seq_1027	human_factor_viii	1iqd
seq_1031	seq_1031	circumsporozoite_protein	7rxp
seq_1035	seq_1035	hemagglutinin_ha1	5ug0
seq_1038	seq_1038	thrombin_heavy_chain	5e8e
seq_1048	seq_1048	processed_angiotensin-converting_enzyme_2	7e7e
seq_1052	seq_1052	v1v2_region_of_hiv-1_on_1fd6_scaffold	3u4e
seq_1054	seq_1054	polyprotein	6bkd
seq_1056	seq_284	spike_glycoprotein	7y6l
seq_1056	seq_1056	clade_a/e_93th057_hiv-1_gp120_core	4jb9
seq_1057	seq_1057	outer_surface_protein_a	7jwg
seq_1060	seq_1060	hepatocyte_growth_factor_activator	2r0k
seq_1061	seq_1061	hemagglutinin	4fqj
seq_1062	seq_1062	hemagglutinin	6e56
seq_1063	seq_1063	rsv_fusion_glycoprotein	6dc3
seq_1067	seq_241	transforming_growth_factor_beta-1_proprotein	4kv5
seq_1067	seq_828	genome_polyprotein	7bu8
seq_1067	seq_975	interleukin-23_subunit_p19	3d85
seq_1067	seq_1067	ecd	6o9i
seq_1071	seq_1071	envelope_glycoprotein_gp160,envelope_glycoprotein_gp160,envelope_glycoprotein_gp160_	4xny
seq_1072	seq_1072	ht593.1_gp120	4ye4
seq_1075	seq_1075	reticulocyte_binding_protein_2b	6wqo
seq_1076	seq_1076	frizzled-5	6o39
seq_1077	seq_1077	spike_protein_s1	7kn3
seq_1083	seq_1083	envelope_glycoprotein_e2	6wo4
seq_1085	seq_1085	1fd6-v1v2-wito	5vgj
seq_1087	seq_643	hiv-1_clade_a_q842.d12_gp120	4rx4
seq_1087	seq_1087	hiv-1_yu2_gp120	4rwy
seq_1090	seq_1090	beta-mammal_toxin_cn2	4v1d
seq_1091	seq_1091	tissue_factor_pathway_inhibitor	4dtg
seq_1092	seq_1092	toxin_b	4np4
seq_1099	seq_1099	leukemia_inhibitory_factor	7n0a
seq_1104	seq_1104	rhpa_gp120_core	5t33
seq_1109	seq_1109	receptor_tyrosine-protein_kinase_erbb-2	6bgt
seq_1112	seq_1112	interleukin-1_receptor-like_2	6u6u
seq_1118	seq_1118	spike_protein_s1	7mzl
seq_1121	seq_1121	spike_protein_s1	7m42
seq_1124	seq_1124	interleukin-2_receptor_subunit_alpha	7f9w
seq_1125	seq_61	spike_glycoprotein	8wyj
seq_1125	seq_369	fusion_glycoprotein_f0	8dg9
seq_1125	seq_371	gametocyte_surface_protein_p230	7u9e
seq_1125	seq_881	envelope_domain_iii	6ute
seq_1125	seq_1125	lipoprot_c_domain-containing_protein	6xzw
seq_1126	seq_1126	receptor_tyrosine-protein_kinase_erbb-2	5o4g
seq_1128	seq_1128	clade_a/e_93th057_hiv-1_gp120_core	6ofi
seq_1132	seq_1132	interleukin-22	3q1s
